train_loss,train_accuracy,test_accuracy
139.9021712167277,17.908388520971304,20.598591549295776
135.9717373422214,17.52207505518764,20.422535211267608
134.22222369341623,17.52207505518764,20.422535211267608
129.93116407356564,17.135761589403973,20.246478873239436
128.88132923746866,21.85430463576159,26.056338028169012
128.00930199523768,23.951434878587197,28.169014084507044
127.58070039843756,25.30353200883002,28.345070422535212
127.79833349703796,25.0,27.72887323943662
127.0986539766429,25.386313465783665,28.433098591549292
126.37407723897033,25.275938189845476,28.345070422535212
125.96023180229324,23.896247240618102,27.200704225352112
123.9643878952733,23.841059602649008,27.200704225352112
123.8626847669837,24.530905077262695,26.936619718309856
123.26446776157097,23.923841059602648,26.23239436619718
121.96345224908538,24.00662251655629,27.024647887323944
121.47693217208698,24.25496688741722,27.55281690140845
122.15337455521028,23.868653421633553,26.848591549295776
120.57829446682618,23.81346578366446,26.1443661971831
120.86187580458466,23.26158940397351,25.088028169014088
119.77347110004888,23.28918322295806,25.0
119.416233437668,23.730684326710815,25.96830985915493
118.8695839770907,23.28918322295806,25.264084507042256
118.09550100032773,23.730684326710815,25.792253521126764
118.39388030400825,24.420529801324502,25.616197183098592
117.58470645703612,23.868653421633553,26.056338028169012
116.68067342066576,22.2682119205298,26.23239436619718
115.32900597787803,25.441501103752763,27.464788732394368
114.24671380340106,25.717439293598233,27.55281690140845
113.53086362864882,23.67549668874172,24.20774647887324
114.28804835133137,25.165562913907287,26.1443661971831
113.84697593701264,24.806843267108167,28.345070422535212
114.22677549956337,25.82781456953642,26.58450704225352
113.76735089677904,24.17218543046358,26.496478873239436
112.88638609198351,25.248344370860927,27.992957746478876
112.37797500955917,26.076158940397352,27.11267605633803
113.56949199611942,25.800220750551876,27.37676056338028
112.31707172181517,25.33112582781457,27.11267605633803
111.89376135622817,24.55849889624724,26.672535211267608
113.04668533160455,23.454746136865342,26.58450704225352
112.61764605946485,22.04746136865342,25.704225352112676
109.90987101299245,21.82671081677704,16.285211267605636
109.46598241544727,20.253863134657838,21.214788732394364
107.65037337829551,20.6401766004415,18.397887323943664
105.63551349599388,22.213024282560706,20.68661971830986
103.02724595753742,21.937086092715234,20.862676056338028
103.75919514252169,21.49558498896247,18.75
100.7862665412711,22.350993377483444,20.862676056338028
99.92661396261778,21.41280353200883,19.19014084507042
98.17041018688016,23.509933774834437,17.429577464788732
96.10479423901924,23.62030905077263,16.637323943661972
97.07797406096425,24.77924944812362,19.54225352112676
97.27521810936372,26.572847682119203,19.54225352112676
95.81358731953456,22.433774834437088,20.774647887323944
95.51257162411062,25.717439293598233,16.725352112676056
96.63996765839438,24.03421633554084,15.404929577464788
97.7168204108667,25.30353200883002,16.989436619718308
96.82853755164182,22.902869757174393,21.12676056338028
96.12415547699977,22.350993377483444,19.54225352112676
94.75552734169399,25.634657836644593,20.510563380281692
94.81850863820947,25.22075055187638,20.33450704225352
93.7270659341122,27.566225165562912,21.038732394366196
92.27818298631067,24.475717439293597,16.109154929577464
90.79304339046338,23.3719646799117,14.348591549295776
90.64206529070165,24.503311258278146,17.253521126760564
90.2057580758581,23.537527593818986,16.637323943661972
89.27540272208196,26.352097130242825,17.341549295774648
88.61431196285412,26.241721854304632,19.102112676056336
88.2538597704547,24.668874172185433,17.341549295774648
90.45232768104752,26.793598233995585,17.341549295774648
88.31264019969643,26.158940397350992,17.781690140845072
87.53179690772889,27.06953642384106,19.54225352112676
88.14430308326457,26.40728476821192,19.454225352112676
87.98606749425184,26.683222958057396,22.095070422535212
88.5115943860987,26.82119205298013,19.54225352112676
87.75293297197167,29.525386313465784,22.711267605633804
86.93581134179193,30.160044150110377,22.183098591549296
86.54228682803463,29.856512141280355,23.06338028169014
87.17242866415265,28.33885209713024,18.661971830985916
86.41927095328177,31.539735099337747,24.911971830985916
86.2579122520318,33.27814569536424,23.503521126760564
85.80784821845518,24.751655629139073,14.43661971830986
86.59424597883064,28.642384105960268,19.19014084507042
87.24546940091051,28.863134657836643,20.158450704225352
85.17932979185282,28.007726269315675,19.278169014084508
85.76854858411816,29.635761589403977,21.30281690140845
86.26879170478603,29.415011037527595,18.133802816901408
84.84730167007665,29.415011037527595,20.422535211267608
84.30011749587628,28.752759381898457,19.630281690140844
84.15662090978512,28.89072847682119,21.038732394366196
85.33461461501521,28.504415011037526,19.8943661971831
84.29452230635705,28.504415011037526,18.926056338028168
82.98534005186299,28.36644591611479,19.278169014084508
82.9591287729212,30.049668874172188,21.30281690140845
82.55574824263726,29.249448123620308,20.33450704225352
84.31417706243634,28.06291390728477,18.573943661971832
83.4891429705294,28.118101545253865,17.869718309859156
83.26259687205865,29.718543046357617,18.75
82.49253268109723,29.911699779249446,18.30985915492958
82.78619359458042,29.69094922737307,18.573943661971832
82.46006296744333,29.69094922737307,19.366197183098592
81.35237534178628,29.13907284768212,18.485915492957748
81.33788026176718,30.4635761589404,19.630281690140844
80.57364226431245,30.518763796909493,20.070422535211268
80.84811099876634,33.58167770419426,22.711267605633804
80.2599899171822,32.97461368653421,23.767605633802816
79.40865432269989,31.153421633554085,20.422535211267608
79.67433318413705,33.6644591611479,21.390845070422536
79.54118357920309,30.518763796909493,20.68661971830986
79.11168008460294,29.221854304635762,21.12676056338028
79.33359120053697,31.20860927152318,24.471830985915492
78.5073983245825,32.42273730684327,23.327464788732392
78.13605109281424,31.760485651214125,22.799295774647888
77.40238148067147,30.79470198675497,24.647887323943664
78.23102581707968,30.491169977924944,21.390845070422536
77.18625055254984,31.263796909492275,22.799295774647888
76.40109473748487,29.69094922737307,20.070422535211268
76.67210446841393,31.18101545253863,21.12676056338028
75.72872423218001,27.483443708609272,18.838028169014084
75.3800390745284,29.828918322295806,19.630281690140844
75.30500525548788,30.573951434878587,22.799295774647888
75.42936227435897,31.236203090507725,21.12676056338028
75.06137094807087,31.07064017660044,19.366197183098592
74.64033284799994,30.767108167770417,21.038732394366196
75.7417237053751,31.07064017660044,20.510563380281692
75.21777206928458,32.86423841059602,22.887323943661972
75.23036684145012,31.015452538631344,22.799295774647888
74.99823806193169,32.28476821192053,20.510563380281692
74.23515751576586,33.05739514348786,23.943661971830984
74.24671612445096,38.46578366445917,25.880281690140844
74.05410102416026,33.83002207505519,25.792253521126764
74.45258057564229,33.719646799117,23.943661971830984
73.96478860165337,32.588300220750554,23.239436619718308
73.97074122001793,30.79470198675497,19.454225352112676
75.03647459298742,30.9878587196468,21.214788732394364
76.51814414456575,32.31236203090508,23.679577464788732
77.76563554561682,36.53421633554083,25.616197183098592
76.67077491948722,32.367549668874176,24.031690140845072
74.7341833545176,33.471302428256074,25.440140845070424
75.41737808003681,35.347682119205295,25.528169014084508
75.26684632413237,36.092715231788084,27.904929577464788
74.86931631007114,33.74724061810154,25.616197183098592
75.87976308060544,30.270419426048566,22.799295774647888
75.44075920596157,31.125827814569533,22.183098591549296
74.65053131532603,35.154525386313466,26.056338028169012
74.16525011047692,36.72737306843267,27.200704225352112
74.67476103746236,33.91280353200883,23.591549295774648
74.75669450378821,37.66556291390729,26.76056338028169
73.34703125693237,36.56181015452539,26.408450704225352
74.2391106859755,30.435982339955846,21.654929577464788
74.42438894057265,34.68543046357616,25.96830985915493
73.50554645153979,35.04415011037528,24.20774647887324
71.9336154689118,32.28476821192053,24.823943661971832
73.42699750581949,33.85761589403973,25.528169014084508
75.40306483758317,36.3962472406181,25.704225352112676
72.51734325124251,32.615894039735096,23.151408450704224
71.97425428802325,34.85099337748344,23.41549295774648
71.77862964268027,36.78256070640177,30.633802816901408
72.97056102323612,36.56181015452539,30.545774647887324
70.5465172416464,33.1401766004415,27.72887323943662
71.49263971286183,36.06512141280353,27.992957746478876
71.48320427020487,30.573951434878587,20.070422535211268
71.63709922298227,34.519867549668874,30.633802816901408
71.15770977538814,30.87748344370861,22.62323943661972
73.53904473988547,31.07064017660044,24.295774647887324
70.4438819917804,32.89183222958057,25.616197183098592
69.18974795140093,31.650110375275936,25.264084507042256
69.28113204397683,29.525386313465784,21.214788732394364
70.68516428221483,30.849889624724064,27.37676056338028
70.31353242812209,30.601545253863133,24.031690140845072
69.05853782838584,31.677704194260485,23.239436619718308
69.4625620237475,30.518763796909493,26.848591549295776
69.89338336935423,33.80242825607064,25.352112676056336
70.78123280207723,30.960264900662253,21.12676056338028
69.97119613761537,30.90507726269316,20.246478873239436
68.17723179812911,30.435982339955846,22.711267605633804
68.89372096671899,29.96688741721854,24.383802816901408
68.76773926745527,30.21523178807947,24.20774647887324
69.9524674384609,33.25055187637969,22.44718309859155
67.93451339169613,35.95474613686534,25.96830985915493
67.84934714296972,34.74061810154526,28.080985915492956
68.69030663908259,35.237306843267106,25.264084507042256
67.29180616471733,35.375275938189844,29.841549295774648
67.76045222265742,31.843267108167773,23.591549295774648
67.82833691089301,33.25055187637969,24.119718309859156
66.6219620903333,31.18101545253863,24.031690140845072
68.05084017536969,33.6644591611479,25.880281690140844
68.79556548148153,34.381898454746135,25.704225352112676
68.35218285421595,29.77373068432671,25.440140845070424
68.04589352314268,31.62251655629139,23.503521126760564
69.45892259436623,30.711920529801322,20.862676056338028
68.72473252702889,36.78256070640177,27.904929577464788
70.00195035501753,32.42273730684327,24.20774647887324
69.67836312239801,29.304635761589402,22.44718309859155
70.8027447645667,33.609271523178805,27.464788732394368
69.47608549638821,32.72626931567329,28.87323943661972
70.26864485088588,32.91942604856512,25.352112676056336
70.73266842110047,34.57505518763797,26.848591549295776
67.99495500796206,33.85761589403973,23.679577464788732
67.65361208865042,36.31346578366446,28.169014084507044
67.92089226200903,33.30573951434879,22.007042253521128
70.24952558589229,33.11258278145696,24.647887323943664
69.52720400178528,30.601545253863133,25.264084507042256
68.11773687137877,37.030905077262695,28.609154929577464
67.34803461231428,35.9271523178808,29.225352112676056
67.88872039811325,34.409492273730685,26.1443661971831
68.57507332813064,36.230684326710815,27.904929577464788
68.58386987571846,33.609271523178805,28.52112676056338
67.40014120936394,37.141280353200884,25.880281690140844
68.4943947644058,31.95364238410596,25.0
67.71321553669225,35.76158940397351,27.992957746478876
67.42736863317975,35.73399558498897,30.985915492957744
68.24568344566542,37.72075055187638,28.080985915492956
67.14973866026308,35.430463576158935,26.936619718309856
66.70965647869623,34.63024282560706,26.1443661971831
67.71933518957793,37.19646799116998,26.848591549295776
68.33262118038634,37.61037527593819,29.929577464788732
68.14896786932917,34.74061810154526,25.440140845070424
65.84051195334224,38.24503311258278,26.23239436619718
67.79198228106127,33.00220750551877,22.183098591549296
70.46924653213904,32.39514348785872,27.024647887323944
67.32584771458527,35.95474613686534,25.176056338028168
68.13144777206259,33.360927152317885,26.056338028169012
68.11445362169442,35.347682119205295,26.58450704225352
66.80262398013443,36.36865342163355,28.345070422535212
66.78209308534676,37.27924944812362,33.978873239436616
66.9954010684215,36.56181015452539,29.13732394366197
66.75886639719228,36.20309050772627,25.616197183098592
66.45122698575511,35.237306843267106,25.264084507042256
65.99542930262234,35.07174392935982,29.48943661971831
68.2215237965138,34.79580573951434,24.119718309859156
67.83570416659484,32.91942604856512,23.503521126760564
67.67983981218022,34.87858719646799,23.943661971830984
66.99835466723063,34.68543046357616,25.96830985915493
67.23495138281936,33.6644591611479,26.320422535211268
65.9966790567555,35.54083885209713,27.816901408450708
68.9580492279788,33.416114790286976,25.352112676056336
67.80491912197728,36.948123620309055,32.83450704225352
66.5914172763296,34.437086092715234,26.056338028169012
67.28080564160094,33.11258278145696,24.20774647887324
66.58408430920665,41.88741721854304,34.94718309859155
66.0232493030699,34.87858719646799,30.985915492957744
68.57587944057914,39.67991169977925,33.5387323943662
67.48508186463755,34.105960264900666,24.20774647887324
67.58917108777423,35.84437086092716,31.426056338028168
67.99950533954053,39.37637969094923,30.369718309859156
65.41420034405262,36.58940397350993,26.848591549295776
67.00891461763517,35.65121412803532,25.704225352112676
67.5317154625809,38.68653421633554,29.841549295774648
67.45326181349857,41.280353200883,29.753521126760564
67.42299724200146,38.27262693156733,27.816901408450708
65.23182477975276,39.735099337748345,30.01760563380282
66.78294605721321,35.154525386313466,24.735915492957748
65.28602455607209,33.63686534216336,24.55985915492958
65.6960775600111,33.85761589403973,26.936619718309856
64.62155684475852,34.32671081677704,23.679577464788732
67.03501148106939,39.790286975717436,29.66549295774648
65.89475360448473,34.90618101545254,28.87323943661972
65.13002528716167,36.72737306843267,26.848591549295776
