train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
75274.75698987592,1.1892343622919137,20.023429513725667,5.578462755280968,0.7425948472084635,27.128154326635862,4.727803446789524
