train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
14453.719685361832,1.518896281636832,19.080752090217395,5.789775322151678,0.8257775694008574,27.181088786212843,4.921392327528188
