train_loss,train_accuracy,test_accuracy
149.02772901644784,27.23509933774834,21.12676056338028
116.90267197699065,23.951434878587197,16.549295774647888
106.80160443969662,25.689845474613687,18.661971830985916
100.89781583934312,26.51766004415011,19.806338028169016
97.70547542638249,25.965783664459163,17.95774647887324
95.88281136041596,25.82781456953642,18.133802816901408
94.1807146845829,25.717439293598233,17.693661971830984
93.24535772316749,25.662251655629138,17.869718309859156
92.9758578071755,25.717439293598233,17.95774647887324
92.26098353125982,25.607064017660043,18.045774647887324
91.89011628299005,25.634657836644593,18.045774647887324
91.69754921171874,25.634657836644593,18.133802816901408
91.36495952343657,25.855408388520974,18.397887323943664
91.12384896920551,25.717439293598233,18.133802816901408
90.91198551755339,25.551876379690945,17.869718309859156
90.45326694674672,25.965783664459163,17.95774647887324
90.186468037821,25.883002207505516,17.781690140845072
89.89302014050976,26.020971302428258,17.869718309859156
89.75530421988122,25.965783664459163,17.95774647887324
89.40245201397273,26.020971302428258,17.869718309859156
89.0640236585741,25.99337748344371,17.781690140845072
88.69609066329542,25.883002207505516,17.693661971830984
88.41381229194147,25.938189845474614,17.781690140845072
88.06274581345774,26.21412803532009,17.95774647887324
87.70063021920976,26.241721854304632,17.95774647887324
87.4082178706451,26.43487858719647,18.045774647887324
87.16378138303047,26.54525386313466,18.30985915492958
86.92506101165735,26.600441501103756,18.485915492957748
86.63407668790647,26.600441501103756,18.661971830985916
86.42684327982484,26.655629139072843,18.75
86.30505419002166,26.84878587196468,18.75
86.0425667299756,26.793598233995585,18.75
85.80781051481054,26.903973509933778,19.014084507042252
85.58112087993631,27.06953642384106,18.926056338028168
85.35754122088353,27.207505518763796,18.926056338028168
85.18544804316664,27.097130242825607,19.014084507042252
84.99704196694351,26.986754966887418,19.278169014084508
84.78655430834208,27.179911699779247,19.454225352112676
84.54884354912099,27.1523178807947,19.54225352112676
84.42121184439887,27.207505518763796,19.454225352112676
84.22396484336683,27.31788079470199,19.454225352112676
84.15331953314562,27.373068432671083,19.718309859154928
83.9974150425858,27.290286975717436,19.630281690140844
83.81907560380678,27.40066225165563,19.630281690140844
83.68092226115839,27.373068432671083,19.630281690140844
83.49422083537848,27.593818984547465,19.630281690140844
83.38316958864766,27.676600441501105,19.806338028169016
83.13936106594545,27.704194260485654,19.8943661971831
83.0846162406166,27.676600441501105,19.806338028169016
83.07427568378903,27.64900662251656,19.718309859154928
82.81664574820371,27.483443708609272,19.718309859154928
82.59592289421411,27.95253863134658,20.246478873239436
82.53913190827838,27.64900662251656,19.630281690140844
82.25936759644676,28.06291390728477,19.982394366197184
81.99449538217769,27.81456953642384,20.070422535211268
81.85844853227692,27.869757174392934,20.246478873239436
81.84140283197519,28.090507726269315,20.158450704225352
81.60368557918876,27.92494481236203,19.982394366197184
81.53139544216295,28.007726269315675,19.982394366197184
81.27484279155495,27.786975717439294,19.8943661971831
81.12696575006795,27.869757174392934,19.8943661971831
81.04526848638696,27.759381898454745,19.982394366197184
80.85684823992825,27.81456953642384,20.158450704225352
80.67115607352129,27.81456953642384,20.510563380281692
80.62142893305374,27.759381898454745,20.422535211267608
80.51075073508989,27.759381898454745,20.598591549295776
80.34795457201581,27.786975717439294,20.68661971830986
80.18172490392767,27.7317880794702,20.68661971830986
80.01600170085236,27.84216335540839,20.862676056338028
79.87318596935698,27.7317880794702,20.774647887323944
79.68969073590068,27.786975717439294,21.12676056338028
79.61981839911333,27.483443708609272,21.12676056338028
79.57134905794547,27.566225165562912,20.950704225352112
79.55887417941695,27.759381898454745,20.862676056338028
79.34506748220514,27.207505518763796,20.774647887323944
79.1455817227178,26.766004415011036,20.598591549295776
79.04498580899386,27.483443708609272,20.598591549295776
78.85974319885293,26.959161147902872,20.422535211267608
78.80408771386341,27.1523178807947,20.158450704225352
78.87285343575336,27.179911699779247,19.454225352112676
79.11785611069746,27.124724061810156,18.838028169014084
78.75098929338394,27.786975717439294,19.8943661971831
77.88275262626213,26.462472406181014,18.485915492957748
76.94921845351419,26.29690949227373,19.014084507042252
76.81613689888682,26.379690949227374,18.573943661971832
76.25978806662181,26.21412803532009,18.485915492957748
76.08269804790025,26.076158940397352,18.573943661971832
75.76742292832701,26.490066225165563,18.661971830985916
75.38462319913955,26.40728476821192,18.926056338028168
75.011258023111,26.21412803532009,18.75
74.81451191382837,25.772626931567327,18.838028169014084
74.56989187657065,26.076158940397352,18.75
74.49697437618549,26.462472406181014,18.838028169014084
74.26174931452121,26.793598233995585,19.454225352112676
74.18258468329256,26.82119205298013,19.014084507042252
73.99334881314269,26.73841059602649,19.014084507042252
