train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
25111.37905184838,1.1965246670474703,17.44130114541683,4.650813215885519,0.9388285309400094,15.540859707132734,4.298535663675012
