,Q_M,Q_h,Q_s,Q_b,Q_f
0,0.49965869795333906,0.4526627218934911,0.2861653238952226,0.9127444927321433,0.394058229352347
1,0.62441205365973,0.41666666666666663,0.7019077944426887,0.7686373223408095,0.8181818181818181
2,0.7280570939327917,0.703125,0.704772377776022,0.7110812737061181,0.8181818181818181
3,0.45058560940166775,0.0,0.7002411277760219,0.7345051010504986,0.8181818181818181
4,0.7391508439327916,0.734375,0.6977411277760218,0.7110812737061181,0.8181818181818181
5,0.56191205365973,0.26041666666666663,0.7019077944426887,0.7686373223408095,0.8181818181818181
6,0.05044579891850626,-1.0,0.7098244611093552,0.7242227153013581,0.8181818181818181
7,0.6724477679454441,0.5357142857142857,0.7039911277760218,0.7686373223408095,0.8181818181818181
8,0.2517305765099018,-0.5125,0.7071161277760218,0.7583549365916689,0.8181818181818181
9,0.7808175105994584,0.8333333333333334,0.7081577944426887,0.7110812737061181,0.8181818181818181
10,0.31735557650990176,-0.34375,0.6977411277760218,0.7583549365916689,0.8181818181818181
11,0.6785787203263967,0.5520833333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
12,0.4444120536597299,-0.03125,0.6977411277760218,0.7686373223408095,0.8181818181818181
13,0.6974477679454443,0.5982142857142857,0.7039911277760218,0.7686373223408095,0.8181818181818181
14,0.14181986222418744,-0.7857142857142858,0.7039911277760218,0.7583549365916689,0.8181818181818181
15,0.28331830365972993,-0.4375,0.704772377776022,0.7686373223408095,0.8181818181818181
16,0.7535787203263966,0.7395833333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
17,0.6952453869930633,0.59375,0.7019077944426887,0.7686373223408095,0.8181818181818181
18,0.66144330365973,0.5078125,0.704772377776022,0.7686373223408095,0.8181818181818181
19,0.74741205365973,0.725,0.7002411277760219,0.7686373223408095,0.8181818181818181
20,0.5270256900233663,0.17045454545454541,0.7074002186851128,0.7686373223408095,0.8181818181818181
21,0.22706830365972994,-0.578125,0.704772377776022,0.7686373223408095,0.8181818181818181
22,0.6752453869930632,0.5416666666666667,0.7060744611093551,0.7686373223408095,0.8181818181818181
23,0.6737870536597299,0.5375,0.7071161277760218,0.7686373223408095,0.8181818181818181
24,0.33956830365972995,-0.296875,0.704772377776022,0.7686373223408095,0.8181818181818181
25,0.56741205365973,0.275,0.7002411277760219,0.7686373223408095,0.8181818181818181
26,0.17959062508830131,-0.6964285714285714,0.7039911277760218,0.7686373223408095,0.8181818181818181
27,0.6915119550439026,0.6111111111111112,0.7060744611093551,0.7110812737061181,0.8181818181818181
28,0.74941205365973,0.7291666666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
29,0.4837870536597299,0.0625,0.7071161277760218,0.7686373223408095,0.8181818181818181
30,0.7724802354779117,0.7840909090909091,0.7074002186851128,0.7686373223408095,0.8181818181818181
31,0.15175227606833436,-0.75,0.7060744611093551,0.7345051010504986,0.8181818181818181
32,0.04943538225183963,-1.0,0.704772377776022,0.7242227153013581,0.8181818181818181
33,0.2702453869930633,-0.46875,0.7019077944426887,0.7686373223408095,0.8181818181818181
34,0.5874120536597298,0.32499999999999996,0.7002411277760219,0.7686373223408095,0.8181818181818181
35,0.2133893263870027,-0.6136363636363635,0.7074002186851128,0.7686373223408095,0.8181818181818181
36,0.6196898314375077,0.4027777777777778,0.7060744611093551,0.7686373223408095,0.8181818181818181
37,0.6577453869930632,0.5,0.7019077944426887,0.7686373223408095,0.8181818181818181
38,0.7020683036597299,0.609375,0.704772377776022,0.7686373223408095,0.8181818181818181
39,0.746234177266125,0.75,0.7019077944426887,0.7110812737061181,0.8181818181818181
40,0.24241205365972987,-0.5375000000000001,0.7002411277760219,0.7686373223408095,0.8181818181818181
41,0.25357872032639656,-0.5104166666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
42,0.7020683036597299,0.609375,0.704772377776022,0.7686373223408095,0.8181818181818181
43,0.5535787203263967,0.23958333333333337,0.7019077944426887,0.7686373223408095,0.8181818181818181
44,0.27241205365973,-0.4624999999999999,0.7002411277760219,0.7686373223408095,0.8181818181818181
45,0.740579415361363,0.7321428571428572,0.7093482706331647,0.7110812737061181,0.8181818181818181
46,0.2383893263870027,-0.5511363636363635,0.7074002186851128,0.7686373223408095,0.8181818181818181
47,0.7114433036597299,0.6328125,0.704772377776022,0.7686373223408095,0.8181818181818181
48,0.12857872032639656,-0.8229166666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
49,0.290304910802587,-0.4196428571428572,0.7039911277760218,0.7686373223408095,0.8181818181818181
50,0.15241205365972993,-0.7625,0.7002411277760219,0.7686373223408095,0.8181818181818181
51,0.6674120536597299,0.525,0.7002411277760219,0.7686373223408095,0.8181818181818181
52,0.6452453869930632,0.46875,0.7019077944426887,0.7686373223408095,0.8181818181818181
53,0.35774538699306324,-0.25,0.7019077944426887,0.7686373223408095,0.8181818181818181
54,0.7720675105994583,0.8125,0.7060744611093551,0.7110812737061181,0.8181818181818181
55,0.6994120536597299,0.6041666666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
56,0.22149538699306326,-0.59375,0.7081577944426887,0.7686373223408095,0.8181818181818181
57,0.5653049108025872,0.2678571428571429,0.7039911277760218,0.7686373223408095,0.8181818181818181
58,0.72441205365973,0.6666666666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
59,0.2437618265099018,-0.53125,0.704772377776022,0.7583549365916689,0.8181818181818181
60,0.048029132251839635,-1.0,0.6977411277760218,0.7242227153013581,0.8181818181818181
61,0.18691205365972996,-0.6770833333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
62,0.6833183036597299,0.5625,0.704772377776022,0.7686373223408095,0.8181818181818181
63,0.6174120536597298,0.4,0.7002411277760219,0.7686373223408095,0.8181818181818181
64,0.4878049108025871,0.0714285714285714,0.7093482706331647,0.7686373223408095,0.8181818181818181
65,0.34269330365972994,-0.2890625,0.704772377776022,0.7686373223408095,0.8181818181818181
66,0.3324120536597299,-0.3125,0.7002411277760219,0.7686373223408095,0.8181818181818181
67,0.7093070939327917,0.65625,0.704772377776022,0.7110812737061181,0.8181818181818181
68,0.1944120536597299,-0.65625,0.6977411277760218,0.7686373223408095,0.8181818181818181
69,0.6452453869930632,0.46875,0.7019077944426887,0.7686373223408095,0.8181818181818181
70,0.6569120536597299,0.5,0.6977411277760218,0.7686373223408095,0.8181818181818181
71,0.54941205365973,0.22916666666666663,0.7019077944426887,0.7686373223408095,0.8181818181818181
72,0.04886246558517299,-1.0,0.7019077944426887,0.7242227153013581,0.8181818181818181
73,0.57741205365973,0.30000000000000004,0.7002411277760219,0.7686373223408095,0.8181818181818181
74,0.4081620536597299,-0.125,0.7039911277760218,0.7686373223408095,0.8181818181818181
75,0.5244120536597299,0.16666666666666663,0.7019077944426887,0.7686373223408095,0.8181818181818181
76,0.18357872032639655,-0.6875,0.7060744611093551,0.7686373223408095,0.8181818181818181
77,0.21607872032639658,-0.6041666666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
78,0.25206830365972993,-0.515625,0.704772377776022,0.7686373223408095,0.8181818181818181
79,0.7174120536597299,0.65,0.7002411277760219,0.7686373223408095,0.8181818181818181
80,0.733696298478246,0.7159090909090908,0.7074002186851128,0.7110812737061181,0.8181818181818181
81,0.7311820939327915,0.7109375,0.704772377776022,0.7110812737061181,0.8181818181818181
82,0.7077453869930632,0.625,0.7019077944426887,0.7686373223408095,0.8181818181818181
83,0.10357872032639653,-0.8854166666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
84,0.7272758439327915,0.7,0.7071161277760218,0.7110812737061181,0.8181818181818181
85,0.6905570939327916,0.609375,0.704772377776022,0.7110812737061181,0.8181818181818181
86,0.6910787203263966,0.5833333333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
87,0.6952453869930633,0.59375,0.7019077944426887,0.7686373223408095,0.8181818181818181
88,0.3160787203263966,-0.35416666666666674,0.7019077944426887,0.7686373223408095,0.8181818181818181
89,0.18635649810417432,-0.6805555555555556,0.7060744611093551,0.7686373223408095,0.8181818181818181
90,0.7145683036597299,0.640625,0.704772377776022,0.7686373223408095,0.8181818181818181
91,0.04943538225183963,-1.0,0.704772377776022,0.7242227153013581,0.8181818181818181
92,0.12959062508830133,-0.8214285714285714,0.7039911277760218,0.7686373223408095,0.8181818181818181
93,0.7454008439327917,0.75,0.6977411277760218,0.7110812737061181,0.8181818181818181
94,0.049904132251839595,-1.0,0.7071161277760218,0.7242227153013581,0.8181818181818181
95,0.11968983143750761,-0.8472222222222223,0.7060744611093551,0.7686373223408095,0.8181818181818181
96,0.049904132251839595,-1.0,0.7071161277760218,0.7242227153013581,0.8181818181818181
97,0.7783816131635608,0.8269230769230769,0.7087988200837142,0.7110812737061181,0.8181818181818181
98,0.05011246558517296,-1.0,0.7081577944426887,0.7242227153013581,0.8181818181818181
99,0.11191205365972995,-0.8645833333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
100,0.5869120536597299,0.32291666666666663,0.7019077944426887,0.7686373223408095,0.8181818181818181
101,0.6702453869930634,0.53125,0.7019077944426887,0.7686373223408095,0.8181818181818181
102,0.2374120536597299,-0.55,0.7002411277760219,0.7686373223408095,0.8181818181818181
103,0.6141342758819521,0.38888888888888884,0.7060744611093551,0.7686373223408095,0.8181818181818181
104,0.7468070939327918,0.75,0.704772377776022,0.7110812737061181,0.8181818181818181
105,0.5569120536597298,0.25,0.6977411277760218,0.7686373223408095,0.8181818181818181
106,0.14941205365972993,-0.7708333333333333,0.7019077944426887,0.7686373223408095,0.8181818181818181
107,0.751458536240484,0.7596153846153846,0.7087988200837142,0.7110812737061181,0.8181818181818181
108,0.7329008439327915,0.71875,0.6977411277760218,0.7110812737061181,0.8181818181818181
109,0.4964953869930633,0.09375,0.7081577944426887,0.7686373223408095,0.8181818181818181
110,0.67441205365973,0.5416666666666667,0.7019077944426887,0.7686373223408095,0.8181818181818181
