train_loss,train_accuracy,test_accuracy
136.2869680934837,16.225165562913908,18.661971830985916
140.32547294667788,16.61147902869757,20.598591549295776
131.74856416857432,17.108167770419428,20.422535211267608
129.30080588067335,17.108167770419428,20.422535211267608
129.84721264952705,22.764900662251655,25.440140845070424
128.9176236026817,17.16335540838852,20.422535211267608
129.70744686609223,17.328918322295806,20.422535211267608
128.80214332777356,25.91059602649007,29.929577464788732
127.79521994801267,17.604856512141282,20.422535211267608
126.52890680484947,23.841059602649008,27.37676056338028
