train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
40418.85688767521,1.2420697593489842,18.77767962571346,5.651774321635392,1.0049985253971974,26.419588774869744,4.7830065260626595
