,Q_M,Q_h,Q_s,Q_b,Q_f
0,0.5071141684682948,0.49404761904761907,0.285637094023489,0.893924071720073,0.3679144385026738
1,0.4522157767151977,0.01041666666666663,0.6534264097200275,0.7686373223408095,0.8181818181818181
2,0.7302879003215927,0.734375,0.6534264097200274,0.7110812737061181,0.8181818181818181
3,0.7365379003215928,0.75,0.6534264097200273,0.7110812737061181,0.8181818181818181
4,0.348049110048531,-0.25,0.6534264097200273,0.7686373223408095,0.8181818181818181
5,0.6647157767151977,0.5416666666666667,0.6534264097200275,0.7686373223408095,0.8181818181818181
6,0.2859926328987029,-0.3999999999999999,0.6534264097200273,0.7583549365916689,0.8181818181818181
7,0.6587633957628167,0.5267857142857143,0.6534264097200272,0.7686373223408095,0.8181818181818181
8,0.8240379003215927,0.96875,0.6534264097200273,0.7110812737061181,0.8181818181818181
9,0.17455599912380215,-0.6666666666666667,0.6534264097200275,0.7345051010504986,0.8181818181818181
10,0.7605491100485311,0.78125,0.6534264097200273,0.7686373223408095,0.8181818181818181
11,0.6022157767151977,0.38541666666666663,0.6534264097200275,0.7686373223408095,0.8181818181818181
12,0.173049110048531,-0.6875,0.6534264097200273,0.7686373223408095,0.8181818181818181
13,0.5337633957628167,0.2142857142857143,0.6534264097200272,0.7686373223408095,0.8181818181818181
14,0.03916618864064064,-1.0,0.6534264097200272,0.7242227153013581,0.8181818181818181
15,0.719924110048531,0.6796875,0.6534264097200274,0.7686373223408095,0.8181818181818181
16,0.6813824433818643,0.5833333333333333,0.6534264097200275,0.7686373223408095,0.8181818181818181
17,0.33138244338186434,-0.29166666666666674,0.6534264097200275,0.7686373223408095,0.8181818181818181
18,0.535549110048531,0.21875,0.6534264097200274,0.7686373223408095,0.8181818181818181
19,0.7280491100485309,0.7,0.6534264097200273,0.7686373223408095,0.8181818181818181
20,0.18668547368489466,-0.6534090909090908,0.6534264097200273,0.7686373223408095,0.8181818181818181
21,0.23867411004853104,-0.5234375,0.6534264097200274,0.7686373223408095,0.8181818181818181
22,0.7286046656040865,0.7013888888888888,0.6534264097200273,0.7686373223408095,0.8181818181818181
23,0.713049110048531,0.6625,0.6534264097200273,0.7686373223408095,0.8181818181818181
24,0.24804911004853103,-0.5,0.6534264097200274,0.7686373223408095,0.8181818181818181
25,0.31804911004853104,-0.32499999999999996,0.6534264097200273,0.7686373223408095,0.8181818181818181
26,0.6623348243342453,0.5357142857142857,0.6534264097200272,0.7686373223408095,0.8181818181818181
27,0.7615379003215927,0.8125,0.6534264097200273,0.7110812737061181,0.8181818181818181
28,0.6438824433818644,0.48958333333333337,0.6534264097200275,0.7686373223408095,0.8181818181818181
29,0.051222665790468774,-0.9750000000000001,0.6534264097200273,0.7345051010504986,0.8181818181818181
30,0.6185036555030765,0.42613636363636365,0.6534264097200273,0.7686373223408095,0.8181818181818181
31,0.6647157767151977,0.5416666666666667,0.6534264097200273,0.7686373223408095,0.8181818181818181
32,0.44492411004853105,-0.0078125,0.6534264097200274,0.7686373223408095,0.8181818181818181
33,0.1397157767151977,-0.7708333333333333,0.6534264097200275,0.7686373223408095,0.8181818181818181
34,0.24304911004853103,-0.5125,0.6534264097200273,0.7686373223408095,0.8181818181818181
35,0.3685036555030764,-0.19886363636363646,0.6534264097200273,0.7686373223408095,0.8181818181818181
