train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
13872.592813373672,1.0187357573444393,11.611903772970669,4.5050759047009645,1.0163416238779786,12.308774264778165,4.541020425139331
