train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
13493.008117323156,1.3313725710308595,11.3467892517297,5.021459869856273,1.3914200803091372,12.057713685070214,5.165647048147672
