,Q_M,Q_h,Q_s,Q_b,Q_f,num_chord,num_scale,num_diss,Comp_M,RR_I,RR_D,H_I_norm,H_D_norm,EMD_chord,EMD_scale,EMD_diss,num_unison,num_stepwise,num_conjunct,num_disjunct,P_total,P_max
0,0.862118608676643,0.9404761904761905,0.3433648785110388,0.7445822359773218,0.1834862385321101,188,23,8,0.4632034632034632,0.13723417748277175,0.37338603425559946,0.36911881577570516,0.37388190183765424,0.2036997726687584,0.19893514451712146,0.36518558674136464,77,28,28,85,890,1090
1,0.5113260211286446,0.4921465968586387,0.6919180937824563,0.5400951575336534,0.0,37,76,78,0.8848167539267016,0.9790030632135895,0.9791678148250207,0.30826194135308105,0.30834089559388844,0.6061820446128979,0.4598047194526616,0.30929512084419025,188,0,0,2,950,950
2,0.5113739696612651,0.48048780487804876,0.47578651679292044,0.5577032168360898,0.0,46,70,89,0.7853658536585366,0.3671399594320487,0.4975609756097561,0.3733757291045604,0.35549006615970014,0.6061820446128979,0.3978999553482044,0.3178421294867191,36,0,0,168,1020,1020
3,0.6718650189648946,0.875,0.7002411277760219,0.3671625474122363,0.0,80,80,0,0.8875,1.0,1.0,0.3068528194400546,0.3068528194400547,0.6061820446128979,0.4598047194526616,0.8333333333333334,159,0,0,0,795,795
4,0.4399098578726476,0.375,0.6977411277760218,0.537274644681619,0.0,12,48,68,0.875,1.0,1.0,0.3068528194400548,0.3068528194400545,0.6061820446128979,0.4598047194526616,0.3178421294867191,127,0,0,0,635,635
5,0.6774098578726476,0.7708333333333334,0.7019077944426887,0.537274644681619,0.0,88,80,24,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.6061820446128979,0.4598047194526616,0.3178421294867191,191,0,0,0,955,955
6,0.36401728260666844,0.30000000000000004,0.7098244611093552,0.46004320651667097,0.0,0,192,288,0.9354166666666667,1.0,1.0,0.3068528194400545,0.3068528194400545,0.8333333333333334,0.4598047194526616,0.3178421294867191,479,0,0,0,2395,2395
7,0.6729455721583619,0.7633928571428572,0.7039911277760218,0.537274644681619,0.0,108,84,32,0.90625,1.0,1.0,0.3068528194400546,0.30685281944005427,0.6061820446128979,0.4598047194526616,0.3178421294867191,223,0,0,0,1115,1115
8,0.7374900189648945,0.984375,0.7071161277760218,0.3671625474122363,0.0,300,20,0,0.921875,1.0,1.0,0.3068528194400544,0.3068528194400544,0.6061820446128979,0.4598047194526616,0.8333333333333334,319,0,0,0,1595,1595
9,0.26560408084039894,0.16666666666666663,0.7081577944426887,0.41401020210099737,0.0,64,0,320,0.9270833333333334,1.0,1.0,0.30685281944005494,0.30685281944005494,0.6061820446128979,0.8333333333333334,0.3178421294867191,383,0,0,0,1915,1915
