Chord,Scale,Dissonant
0.32682592,0.39205077,0.53477
0.21430025,0.23954469,0.22433619
0.1576907,0.1560524,0.112269945
0.11462911,0.10169141,0.0646156
0.08034855,0.06048179,0.03377915
0.052377716,0.030693566,0.016471436
0.029956244,0.0123906825,0.0072725844
0.014083112,0.004681278,0.0035515076
0.006141153,0.0017101594,0.0018126495
0.0024412433,0.0005314616,0.00087636686
0.0009914082,0.00017179862,0.00024451147
0.00021460457,0.0,0.0
