,Q_M,Q_h,Q_s,Q_b,Q_f,num_chord,num_scale,num_diss,Comp_M,RR_I,RR_D,H_I_norm,H_D_norm,EMD_chord,EMD_scale,EMD_diss,num_unison,num_stepwise,num_conjunct,num_disjunct,P_total,P_max
88,0.2293299289363238,0.203125,0.7019077944426887,0.537274644681619,0.0,24,20,148,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.6061820446128979,0.4598047194526616,0.3178421294867191,191,0,0,0,5730,5730
89,0.1295086413033342,0.0625,0.7060744611093551,0.46004320651667097,0.0,0,24,264,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.8333333333333334,0.4598047194526616,0.3178421294867191,287,0,0,0,8610,8610
90,0.6183924289363237,0.8515625,0.704772377776022,0.537274644681619,0.0,128,120,8,0.91015625,1.0,1.0,0.3068528194400547,0.30685281944005494,0.6061820446128979,0.4598047194526616,0.3178421294867191,255,0,0,0,7650,7650
91,0.2185711413033342,0.2109375,0.704772377776022,0.46004320651667097,0.0,0,72,184,0.91015625,1.0,1.0,0.3068528194400547,0.30685281944005494,0.8333333333333334,0.4598047194526616,0.3178421294867191,255,0,0,0,7650,7650
92,0.2574549289363238,0.25,0.7039911277760218,0.537274644681619,0.0,20,48,156,0.90625,1.0,1.0,0.3068528194400546,0.30685281944005427,0.6061820446128979,0.4598047194526616,0.3178421294867191,223,0,0,0,6690,6690
93,0.5937450094824472,0.8671875,0.6977411277760218,0.3671625474122363,0.0,60,68,0,0.875,1.0,1.0,0.3068528194400548,0.3068528194400545,0.6061820446128979,0.4598047194526616,0.8333333333333334,127,0,0,0,3810,3810
94,0.33057992893632376,0.37187499999999996,0.7071161277760218,0.537274644681619,0.0,32,116,172,0.921875,1.0,1.0,0.3068528194400544,0.3068528194400544,0.6061820446128979,0.4598047194526616,0.3178421294867191,319,0,0,0,9570,9570
95,0.5324549289363237,0.7083333333333333,0.7060744611093551,0.537274644681619,0.0,144,80,64,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.6061820446128979,0.4598047194526616,0.3178421294867191,287,0,0,0,8610,8610
96,0.5330799289363237,0.709375,0.7071161277760218,0.537274644681619,0.0,164,84,72,0.921875,1.0,1.0,0.3068528194400544,0.3068528194400544,0.6061820446128979,0.4598047194526616,0.3178421294867191,319,0,0,0,9570,9570
97,0.5465094325593703,0.7884615384615384,0.7087988200837142,0.3671625474122363,0.0,64,352,0,0.9302884615384616,1.0,1.0,0.30685281944005416,0.30685281944005494,0.6061820446128979,0.4598047194526616,0.8333333333333334,415,0,0,0,12450,12450
