train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
129204.79663474482,1.2838698642256379,19.494414495181246,5.730893090960565,0.9838247415664063,28.042408064186812,4.86013959573197
