train_loss,train_accuracy,test_accuracy
169.50303244213453,1.6634673312303783,1.666679270109423
168.76336696522952,1.6600996097184957,1.689365467070985
168.86367474530255,1.6410158544844955,1.6084513645747471
168.65623285240133,1.7025703198961246,1.7203699362517866
168.34088030797128,1.5717904678513563,1.5782031019593312
168.59112477439197,1.761318350714518,1.7755730155249208
168.3845078805162,1.6818027039061827,1.6470178994094027
167.88860980382907,1.76094415943542,1.7309568281671823
167.863392154169,1.6935897291977715,1.7332254478633384
167.78676874708847,1.6498093495432995,1.69843994585561
