,Q_M,Q_h,num_chord,num_scale,num_diss,Q_s,Comp_M,RR_I,RR_D,H_I_norm,H_D_norm,Q_b,EMD_chord,EMD_scale,EMD_diss,Q_f,num_unison,num_stepwise,num_conjunct,num_disjunct
97,0.551089709396626,0.6730769230769231,144,272,0,0.7087988200837142,0.9302884615384616,1.0,1.0,0.30685281944005416,0.30685281944005494,0.3671625474122363,0.6061820446128979,0.4598047194526616,0.8333333333333334,0.33333333333333337,415,0,0,0
98,0.012806866858538574,-0.71875,0,72,312,0.7081577944426887,0.9270833333333334,1.0,1.0,0.30685281944005494,0.30685281944005494,0.46004320651667097,0.8333333333333334,0.4598047194526616,0.3178421294867191,0.33333333333333337,383,0,0,0
99,0.0811698211581949,-0.5833333333333333,28,16,148,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
100,0.33950315449152824,0.0625,60,56,76,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
101,0.5478364878248615,0.5833333333333333,92,80,20,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
102,0.11416982115819485,-0.5,28,16,116,0.7002411277760219,0.8875,1.0,1.0,0.3068528194400546,0.3068528194400547,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,159,0,0,0
103,0.44033648782486146,0.3125,108,108,72,0.7060744611093551,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,287,0,0,0
104,0.5810536517043183,0.75,128,128,0,0.704772377776022,0.91015625,1.0,1.0,0.3068528194400547,0.30685281944005494,0.3671625474122363,0.6061820446128979,0.4598047194526616,0.8333333333333334,0.33333333333333337,255,0,0,0
105,0.5886698211581949,0.6875,96,16,16,0.6977411277760218,0.875,1.0,1.0,0.3068528194400548,0.3068528194400545,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,127,0,0,0
106,0.0853364878248615,-0.5729166666666667,32,12,148,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
107,0.18312737967905138,-0.29326923076923084,0,196,220,0.7087988200837142,0.9302884615384616,1.0,1.0,0.30685281944005416,0.30685281944005494,0.46004320651667097,0.8333333333333334,0.4598047194526616,0.3178421294867191,0.33333333333333337,415,0,0,0
108,0.5136698211581948,0.5,48,64,16,0.6977411277760218,0.875,1.0,1.0,0.3068528194400548,0.3068528194400545,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,127,0,0,0
109,0.5199198211581949,0.5104166666666667,128,216,40,0.7081577944426887,0.9270833333333334,1.0,1.0,0.30685281944005494,0.30685281944005494,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,383,0,0,0
110,0.36450315449152826,0.125,48,80,64,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
111,0.5868696239265405,0.7638888888888888,152,136,0,0.7060744611093551,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.3671625474122363,0.6061820446128979,0.4598047194526616,0.8333333333333334,0.33333333333333337,287,0,0,0
112,0.6001474017043184,0.8,96,64,0,0.7002411277760219,0.8875,1.0,1.0,0.3068528194400546,0.3068528194400547,0.3671625474122363,0.6061820446128979,0.4598047194526616,0.8333333333333334,0.33333333333333337,159,0,0,0
113,0.5653364878248615,0.625,120,152,16,0.7060744611093551,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,287,0,0,0
114,0.36916982115819486,0.13749999999999996,28,84,48,0.7002411277760219,0.8875,1.0,1.0,0.3068528194400546,0.3068528194400547,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,159,0,0,0
115,0.0520031544915282,-0.65625,12,28,152,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
116,0.08712978352520526,-0.53125,0,80,176,0.704772377776022,0.91015625,1.0,1.0,0.3068528194400547,0.30685281944005494,0.46004320651667097,0.8333333333333334,0.4598047194526616,0.3178421294867191,0.33333333333333337,255,0,0,0
117,0.5191698211581949,0.5125,88,44,28,0.7002411277760219,0.8875,1.0,1.0,0.3068528194400546,0.3068528194400547,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,159,0,0,0
118,-0.1247626883242525,-1.0,0,0,288,0.7060744611093551,0.9166666666666666,1.0,1.0,0.3068528194400544,0.3068528194400545,0.3367787639360492,0.8333333333333334,0.8333333333333334,0.3178421294867191,0.33333333333333337,287,0,0,0
119,0.5228364878248615,0.5208333333333333,80,88,24,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.537274644681619,0.6061820446128979,0.4598047194526616,0.3178421294867191,0.33333333333333337,191,0,0,0
120,0.6523259731328898,0.9285714285714286,192,32,0,0.7039911277760218,0.90625,1.0,1.0,0.3068528194400546,0.30685281944005427,0.3671625474122363,0.6061820446128979,0.4598047194526616,0.8333333333333334,0.33333333333333337,223,0,0,0
121,-0.09348306735792941,-0.9583333333333333,4,0,188,0.7019077944426887,0.8958333333333334,1.0,1.0,0.30685281944005494,0.30685281944005516,0.41401020210099737,0.6061820446128979,0.8333333333333334,0.3178421294867191,0.33333333333333337,191,0,0,0
