train_loss,train_accuracy,train_key_accuracy,train_note_accuracy,test_accuracy,test_key_accuracy,test_note_accuracy
9451.709297193665,1.2759922617243482,10.689522269993976,5.149620382947355,1.287063574285952,11.207737505577024,5.231437019336202
